title,date_posted,company,company_rating,salary,salary_type,job_type,degree_type,remote,remote_type,city,region,city_lat,city_lng,data_tools,hard_skills,soft_skills
big data engineer,16-05-2022,Westpac Group,3.9,,,Fulltime,,True,Fully,Sydney,New South Wales,-33.865,151.2094,,analytics,"written communication,communication,management,troubleshooting,reporting,it,analysis,training,planning"
data engineer,07-06-2022,ED - Group Support Functions,,,,Fulltime,,False,,Darlinghurst,New South Wales,,,"python,cloud,pyspark,sql","etl,analytics","resourceful,training,it"
data analyst  ibm cognos  tm1,19-05-2022,Capgemini Australia,3.8,,,Fulltime,,False,,Canberra,Australian Capital Territory,-35.2931,149.1269,"cloud,cognos","ai,analytics","consulting,communication,advocacy,reporting,flexible,coaching,it,organisation,mentoring,planning"
hr systems  data analyst,14-06-2022,Recruitment Edge,,115000.0,year,Fixed term,,True,Fully,Macquarie Park,New South Wales,,,"excel,power bi",research,"administration,analytical,research,reporting,organisation,data analysis,analysis,training"
data analyst,26-05-2022,Interactive Pty Ltd,3.9,,,,,False,,Melbourne,Victoria,-37.8136,144.9631,"excel,cloud,power bi,vba,sql","etl,data mining","management,stakeholder management,conflict resolution,reporting,organisation,it"
aps2 data entry officer,03-06-2022,SOS Recruitment Australia,,32.08,hour,,,False,,Sydney,New South Wales,-33.865,151.2094,,,"data entry,communication,attention to detail"
data governance tool manager  long term contract,31-05-2022,FinXL,,,,Fixed term,Masters,False,,Sydney,New South Wales,-33.865,151.2094,,,"motivated,consulting,management,innovative,organisation,it,data management"
data engineer,16-05-2022,Australian Unity,2.8,,,Permanent,Masters,False,,Melbourne,Victoria,-37.8136,144.9631,"sql server,cloud,aws,python,pyspark,airflow,postgresql,redshift,sql","pipeline,etl,analytics,optimization","communication,management,confidence,dedication,reporting,analysis,it,data management"
data engineer,08-06-2022,Mitsubishi Motors Australia Ltd,4.0,,,Fulltime,,False,,South Australia,,,,"cloud,c,net,azure,python,sql","optimizing,pipeline,etl,visualization","analytical,confidence,management,communication,project management,organisational,listening,flexible,critical thinking,reporting,innovative,organisation,multitasking"
senior data analyst,16-05-2022,Correlate Resources,,1000.0,week,Fulltime,,True,Fully,Sydney,New South Wales,-33.865,151.2094,"power bi,sql",,
business  data visualisation analyst,21-05-2022,Bluefin Resources,,710.0,day,Fixed term,,True,Fully,Sydney,New South Wales,-33.865,151.2094,power bi,"recommendations,kpi,research","written communication,time management,conflict resolution,data analysis,analysis,leadership,customer service,consulting,management,research,decision making,attention to detail,planning,business analysis,data management,communication,organisational,analytical,reporting,business intelligence,mentoring,training"
data engineer,01-06-2022,Easy Authoring,,73.79,hour,Fixed term,,False,,Canberra,Australian Capital Territory,-35.2931,149.1269,,recommendations,"reporting,project management,management,collaboration"
crm database officer,16-05-2022,Barry.Nilsson. Lawyers,,,,"Fulltime, Parttime",,True,Fully,,,,,salesforce,"recommendations,cleansing,analytics","analytical,mentoring,communication,commercial awareness,reporting,flexible,analysis,energetic,enthusiastic,attention to detail,leadership,training,it"
data analyst  multiple roles,17-05-2022,GMT People,,,,Fixed term,,True,Fully,Canberra,Australian Capital Territory,-35.2931,149.1269,power bi,"cleaning,analytics","analysis,management,decision making"
data manager  oncology management information systems,09-06-2022,Northern Sydney Local Health District,2.7,1711.0,week,"Fulltime, Permanent",,False,,St Leonards,New South Wales,,,"sql server,sql","classification,research","administration,independent,communication,management,research,literacy,organisational,data entry,attention to detail,reporting,organisation,collaboration,verbal communication,analysis,computer literacy,data management"
senior data engineer,16-05-2022,Aginic,,,,Fulltime,,False,,Sydney,New South Wales,-33.865,151.2094,"cloud,python,airflow,java,rust",,"consulting,independent,communication,flexible,coaching,leadership,training,it"
manager  data ai  perth,18-05-2022,Deloitte,4.0,,,,Masters,False,,Perth,Western Australia,,,"cloud,azure,aws,salesforce,snowflake","ai,cleansing,analytics","consulting,written communication,communication,management,business acumen,respectful,organisation,analysis,leadership,training,data management"
sap data migration consultant,04-06-2022,FinXL,,,,Fixed term,,True,Fully,Melbourne City Centre,Victoria,,,sql,,"analytical,consulting,innovative,organisation,it"
lead data scientist,04-06-2022,DXC Technology,3.2,,,Fulltime,,False,,Melbourne,Victoria,-37.8136,144.9631,"tensorflow,aws,r,docker,scikitlearn,power bi,qlik,mxnet,hadoop,spark,cloud,google cloud,python,sql,gcp,sagemaker,azure,kafka,kubernetes","ai,nlp,supervised,analytics,deep learning,graph,geospatial,machine learning,time series,unsupervised","team leadership,communication,presentation,leadership,it,analysis,mentoring,training,planning"
head of data insights  testing,01-06-2022,Sky,3.4,,,Fulltime,,True,Fully,Osterley,Tasmania,,,"sas,sql","data mining,analytics","analytical,customer service,management,decision making,logical thinking,flexible,leadership,innovative,organisation,coaching,training"
manager  data modelling,19-05-2022,ActiveXchange Ltd,,120000.0,year,Fulltime,,False,,Sydney Olympic Park,New South Wales,,,"tableau,google data studio,power bi,azure,python,scala",analytics,"analytical,management,reporting,flexible,collaboration,organisation"
data engineer,16-05-2022,Michael Page,3.5,750.0,day,Fixed term,,False,,Perth Central Business District,Western Australia,,,"salesforce,power bi",analytics,
business services  finance data analyst,04-06-2022,KPMG,3.9,,,"Fulltime, Permanent",,False,,Sydney,New South Wales,-33.865,151.2094,"excel,power bi,r,python,sql","statistics,analytics","analytical,confidence,management,planning,time management,reporting,flexible,analysis,it,team player"
manager or senior manager  data architect  government and public sector  data  analytics,21-05-2022,EY,4.0,90000.0,year,,Masters,False,,Sydney,New South Wales,-33.865,151.2094,cloud,"ai,analytics,artificial intelligence,blockchain,visualization,machine learning","analytical,strategic planning,consulting,communication,management,confidence,coaching,coordination,leadership,training,planning,data management"
project manager  data communications,10-06-2022,EQUANS Australia & New Zealand,3.6,,,"Fulltime, Permanent",,False,,Dudley Park,South Australia,,,,,"project management,management,flexible,leadership development,leadership,training"
data governance lead,16-05-2022,Carecone,,,,"Fulltime, Permanent",,False,,Sydney,New South Wales,-33.865,151.2094,,,reporting
lead data analyst,16-05-2022,ResMed,3.8,,,Fulltime,,False,,Sydney,New South Wales,-33.865,151.2094,"excel,tableau,qlik,python,sql,cognos,r","machine learning,research,analytics","analytical,mentoring,management,research,innovative,analysis,leadership,training,planning,data management"
partner customer engineer data analytics tech isv partners,19-05-2022,Google,4.3,,,Fulltime,Masters,False,,Sydney,New South Wales,-33.865,151.2094,"cloud,google cloud,sql","ai,machine learning,analytics","productivity,management,entrepreneurial,data management"
data ecology analyst,16-05-2022,Dendra Systems,,,,Fulltime,Masters,True,Fully,,,,,,gis,"teamwork,enthusiastic,collaboration,communication"
quality assurance tester  retail data,16-05-2022,Metcash,3.6,,,,,False,,Macquarie Park,New South Wales,,,,,"independent,management,troubleshooting,flexible,analysis,coordination,training"
data entry officers,25-05-2022,Alexander Appointments,3.5,31.0,hour,Fulltime,,False,,Blacktown,New South Wales,,,oracle,,"reporting,mentoring,customer service"
software engineer  core data open to remote across anz,16-05-2022,Canva,,,,Fulltime,,True,Fully,Sydney,New South Wales,-33.865,151.2094,"cloud,mysql,python,mongodb,java",,"communication,collaboration"
data engineer  python  great opportunity to learn ml ops,07-06-2022,Rubix Solutions,,117500.0,year,Fulltime,,True,Fully,Melbourne,Victoria,-37.8136,144.9631,"git,cloud,tensorflow,aws,python,sql","ai,etl,analytics,prediction,machine learning","analytical,consulting,creativity,reporting,organisation,training"
aps6 data governance officer,11-06-2022,Effective People,,,,,,False,,Canberra,Australian Capital Territory,-35.2931,149.1269,,,"communication,management,time management,organisational,cooperation,flexible,verbal communication,analysis,negotiation"
administration officer  customer metering data utilties,09-06-2022,Red Appointments,4.7,,,Fixed term,,False,,Darwin,Northern Territory,-12.4381,130.8411,,,"administration,customer service,communication,data entry,reporting,attention to detail,it"
casual foundation studies teacher  stem  data analytics,15-06-2022,RMIT University,4.1,64.36,hour,Parttime,,False,,Melbourne,Victoria,-37.8136,144.9631,,"probability,statistics,analytics","training,independent,communication,management,flexible,organisation,maths,it"
electricians  data cabling technicians,28-05-2022,Syndeticom,4.6,,,"Fulltime, Permanent",,False,,Sydney,New South Wales,-33.865,151.2094,,,troubleshooting
data analyst,04-06-2022,Endeavour Group,3.5,,,,,False,,Sydney,New South Wales,-33.865,151.2094,"gcp,azure","recommendations,analytics","writing,organisational,reporting,organisation,analysis"
director of data science,04-06-2022,Culture Amp,,,,,,True,Fully,Melbourne,Victoria,-37.8136,144.9631,"sql,r","machine learning,research","analytical,research,leadership,it"
data entry,16-05-2022,HAYS,3.6,30.0,hour,Fixed term,,False,,Newcastle,New South Wales,-32.9167,151.75,,,"data entry,organisation,numeric,team player"
data migration specialist,16-05-2022,Red Rock Recruitment Pty Ltd,,64.01,hour,Fixed term,,False,,Brisbane,Queensland,-27.4678,153.0281,,,"organisation,management,organisational"
cubiko  data analyst,01-06-2022,Cubiko Pty Ltd,,,,Fulltime,,True,Temporarily,Fortitude Valley,Queensland,,,,"etl,research","communication,research,innovative,energetic,it"
azure data engineer,,GoTech Solutions Pty Ltd,,125000.0,year,Fulltime,,False,,Sydney,New South Wales,-33.865,151.2094,"power bi,sql server,sql",pipeline,"analysis,reporting,data analysis"
lead data analyst  product features  growth,01-06-2022,Canva,,,,Fulltime,,True,Fully,Sydney,New South Wales,-33.865,151.2094,"r,bigquery,python,snowflake,redshift,sql","graph,statistics,analytics","communication,management,literacy,stakeholder management,flexible,coordination,it"
data analyst,04-06-2022,Brunel,,72500.0,year,"Fulltime, Permanent",,False,,Perth,Western Australia,,,,,"analysis,flexible,planning"
junior warehouse storeperson  data entry operator,16-05-2022,Wollongong Auto Supplies,,,,"Fulltime, Permanent",,False,,Wollongong,New South Wales,-34.4331,150.8831,,,"motivated,customer service,data entry,enthusiastic,attention to detail,training,team player"
digital data analyst,11-06-2022,Brennan Sourcing Pty Ltd,,,,Fulltime,,False,,Victoria,,,,,"optimization,segmentation","management,reporting,innovative,analysis,it"
data analyst  service planning and governance,27-05-2022,TPG Telecom,3.2,,,"Fulltime, Permanent",,True,Fully,North Sydney,New South Wales,,,"oracle,excel,tableau,power bi,python,splunk,sql",analytics,"analytical,strategic planning,management,decision making,reporting,analysis,flexible,collaboration,it,organisation,attention to detail,planning"
data processing clerk,,Alsco Pty Ltd,,60250.0,year,"Fulltime, Permanent",,False,,Footscray,Victoria,,,,,"organisation,management,customer service"
automation test engineer data,25-05-2022,Ampion,,,,Fulltime,,False,,Sydney,New South Wales,-33.865,151.2094,"python,cloud,gcp,tableau",,"independent,flexible,reporting,consulting"
senior advisor data governance,09-06-2022,NSW Government -Department of Customer Service,,119122.0,year,,,False,,Gosford,New South Wales,-33.4233,151.3414,,analytics,"customer service,management,reporting,flexible,innovative,data analysis,organisation,relationship management,it,data management"
lead data engineer,07-06-2022,Deputy,,,,Fulltime,,False,,Sydney,New South Wales,-33.865,151.2094,"airflow,mysql,snowflake,aws","pipeline,analytics","writing,management,innovative,coaching,it"
senior data analyst,26-05-2022,Equifax,3.5,,,Fulltime,,False,,Docklands,Victoria,,,"tableau,mapreduce,sas,r,sql,python,hadoop,java","geospatial,statistics,analytics","analytical,confidence,management,business acumen,reporting,flexible,organisation,numeracy,data analysis,analysis,leadership,it"
data engineer,31-05-2022,The Cache Group,,,,,,True,Fully,Essendon Fields,Victoria,,,"hana,excel",analytics,"business intelligence,it"
data governance and strategy lead,07-06-2022,HUMANISED GROUP,,,,"Fulltime, Permanent",,True,Hybrid,Brisbane,Queensland,-27.4678,153.0281,,,"organisation,management,innovative,data management"
senior data engineer,16-05-2022,Sage,,,,,,True,Fully,,,,,"cloud,spark,mlflow,s3,python,kubeflow,redshift,snowflake,airflow,scala,sql","ai,analytics,exploratory,artificial intelligence,statistics,machine learning,pipeline","writing,productivity,analytical,business management,management,flexible,collaboration,analysis,it,data management"
data modeler lead,15-06-2022,Infinity Pro,,1127.5,week,Fixed term,,True,Fully,Parramatta,New South Wales,,,"aws,cloud,gcp,azure",,"management,mentoring"
data officer,26-05-2022,The Recruitment Company,,230.0,day,"Permanent, Fixed term",,False,,Sydney,New South Wales,-33.865,151.2094,,,"typing,numeric,management,data entry,attention to detail,data management"
data engineer,16-05-2022,Westpac Group,3.9,,,Fulltime,,True,Fully,Sydney,New South Wales,-33.865,151.2094,"power bi,hadoop,sas,sql",etl,"analysis,planning,training,it"
data integrity administrator,20-05-2022,Norwest Recruitment,4.1,70000.0,year,"Fulltime, Permanent",,False,,Sydney,New South Wales,-33.865,151.2094,excel,,"analytical,customer service,communication,management,listening,reporting,attention to detail,relationship management,training,it"
data analysts,24-05-2022,Canberra Consulting,3.5,,,Fixed term,,False,,Canberra,Australian Capital Territory,-35.2931,149.1269,power bi,"cleaning,cleansing,analytics","motivated,consulting,communication,collaboration,data analysis,analysis,business analysis"
data scientist,16-05-2022,Technology Recruiting Solutions,,152500.0,year,Fulltime,PhD or Doctorate,False,,Melbourne,Victoria,-37.8136,144.9631,"spark,tableau,spss,ec2,sas,kafka,aws,python,redshift,sql","machine learning,statistics,analytics","analytical,decision making,analysis,innovative,organisation"
data entry  customer service,07-06-2022,RecruitAustralia,,60000.0,year,,,False,,Melbourne,Victoria,-37.8136,144.9631,,,"administration,customer service,management,data entry,reporting,attention to detail,it"
donor data analyst,10-06-2022,Surf Life Saving Australia,4.3,,,Fixed term,,False,,Bowen Hills,Queensland,,,"excel,cloud,ssrs,tableau,google cloud,power bi,azure,python,powerpoint,sql","pipeline,etl,analytics","writing,analytical,management,reporting,flexible,business intelligence,analysis,it,data management"
data governance manager,16-05-2022,Morgan McKinley,,140000.0,year,,,False,,Sydney Central Business District,New South Wales,,,,,"communication,management,collaboration,innovative,relationship management,leadership,data management"
junior analyst  data performance management,17-05-2022,Westpac Group,3.9,,,Fulltime,,True,Fully,Sydney,New South Wales,-33.865,151.2094,,research,"management,planning,research,reporting,business intelligence,collaboration,analysis,training,it"
senior data technical business analyst,,innovat it,,111893.0,year,Fulltime,,False,,Sydney,New South Wales,-33.865,151.2094,"hadoop,hive,sql",,management
statistical data analyst,03-06-2022,IDEXX,3.4,,,Fulltime,,False,,Rydalmere,New South Wales,,,,"visualization,recommendations,statistics,analytics","motivated,analytical,communication,management,time management,reporting,analysis,innovative,verbal communication,organisation"
azure data architect,10-06-2022,TROOCOO Pty Ltd,,180000.0,year,Fulltime,,True,Hybrid,Sydney,New South Wales,-33.865,151.2094,"cloud,azure",analytics,"organisation,management,team management"
data engineer x5,16-05-2022,PLAYGROUND XYZ,,,,,Masters,False,,Sydney,New South Wales,-33.865,151.2094,"flask,gcp,cloud,kafka,aws,bigquery,python,postgresql,redshift,nodejs","ai,analytics,prediction,machine learning,pipeline","communication,flexible,innovative,enthusiastic,it"
data and senior data engineer productivity engineering,16-05-2022,Xero,4.5,,,,,True,Fully,,,,,"cloud,s3,lambda,aws,python,snowflake,airflow,kubernetes,sql","etl,analytics,visualization,machine learning,dashboard","productivity,analysis,flexible,business intelligence,organisation"
senior data scientist,10-06-2022,Hanover Recruitment,,650.0,day,,,True,Hybrid,Newcastle,New South Wales,-32.9167,151.75,"git,azure,sql,aws",recommendations,"communication,management,creativity,innovative,analysis"
senior data service analyst,16-05-2022,BNP Paribas,3.9,,,Permanent,Bachelors,False,,Sydney,New South Wales,-33.865,151.2094,"excel,c,vba,hadoop,sql","classification,kpi,optimization","written communication,communication,management,time management,reporting,flexible,analysis,it"
operational data analyst,16-05-2022,Saluda Medical,,,,Fulltime,,False,,Artarmon,New South Wales,,,"excel,cloud,google cloud,power bi,aws,python","exploratory,hypothesis,research,analytics","communication,management,research,reporting,flexible,organisation,innovative,data analysis,analysis,data management"
senior data analyst,04-06-2022,Baby Bunting,3.3,,,"Fulltime, Permanent",,True,Hybrid,Dandenong,Victoria,-37.981,145.215,powerbi,analytics,"administration,communication,management,flexible,collaboration,personal development,leadership,training,it"
project officer  data science school of mathematical sciences faculty of science academic division,03-06-2022,Queensland University of Technology,4.2,100968.0,year,Parttime,Masters,False,,Brisbane,Queensland,-27.4678,153.0281,oracle,"classification,research","communication,management,research,project management,literacy,organisational,reasoning,flexible,reporting,collaboration,innovative,organisation,attention to detail,training,planning"
office admin and data entry clerk,21-05-2022,TechXplore Group,,,,Fulltime,,False,,Sydney,New South Wales,-33.865,151.2094,excel,,"customer service,written communication,communication,management,time management,data entry,attention to detail"
data  analytics specialist,31-05-2022,Recruitment Edge,,130000.0,year,Fulltime,Masters,True,Fully,Macquarie Park,New South Wales,,,,,"administration,management,troubleshooting,stakeholder management,innovative,numeracy,attention to detail,training,negotiation"
senior data engineer,11-06-2022,Head Office St Kilda Rd,3.4,,,"Fixed term, Temp to perm",,True,Hybrid,Melbourne,Victoria,-37.8136,144.9631,"sql server,cloud,ssrs,power bi,azure,powerbi,snowflake,sql","etl,analytics","motivated,management,time management,reporting,organisation,attention to detail"
associate data product manager,10-06-2022,ED - Group Support Functions,,,,Fulltime,,False,,Darlinghurst,New South Wales,,,,"research,analytics","organisation,research,training,decision making"
functional master data management consultant,16-05-2022,Ascention,,,,,Masters,False,,Sydney,New South Wales,-33.865,151.2094,,etl,"management,time management,decision making,teamwork,analysis,planning,data management"
senior data governance specialist,16-05-2022,ING Bank (Australia),,,,Fulltime,Masters,False,,Sydney,New South Wales,-33.865,151.2094,"excel,cloud,gcp,tableau,aws,azure,sql",,"organisation,management,reporting,data management"
data assurance lead 63242,16-05-2022,Sky,3.4,,,Fulltime,,True,Fully,Osterley,Tasmania,,,"excel,powerpoint","recommendations,analytics","motivated,communication,management,flexible,organisation,data analysis,analysis,attention to detail,negotiation"
data scientist,02-06-2022,Aris Zinc,,,,Fulltime,,False,,Canberra,Australian Capital Territory,-35.2931,149.1269,"excel,cloud,sas,power bi,r,azure,qlik,sql",machine learning,"analytical,consulting,presenting,communication,reporting,verbal communication,training,it"
aps6 data governance officer,11-06-2022,Onpoint 365,,,,Fixed term,,False,,Canberra,Australian Capital Territory,-35.2931,149.1269,,research,"communication,management,research,flexible,verbal communication,analysis,negotiation"
databricks  microsoft azure data  analytics consultant  sydney,31-05-2022,BI & DW,,150000.0,year,Fulltime,,False,,Sydney,New South Wales,-33.865,151.2094,"power bi,cloud,ssrs,azure",analytics,"business intelligence,it,consulting"
data analyst,16-05-2022,Westpac Group,3.9,,,Fulltime,,True,Hybrid,Barangaroo,New South Wales,,,"excel,sas,sql,tableau",analytics,"analytical,communication,management,business acumen,stakeholder management,flexible,analysis,it"
technical lead  data,08-06-2022,NextGen.Net,,,,Fulltime,,False,,North Sydney,New South Wales,,,"linux,cloud,elasticsearch,python,postgresql,sql",,"motivated,management,work ethic,time management,self motivated,reporting,leadership,team leadership,organisation,mentoring,it,data management"
graduate data consultant melbourne based,16-05-2022,KJR,,,,Graduate,Masters,False,,Melbourne,Victoria,-37.8136,144.9631,"git,azure,aws,python,mongodb","machine learning,analytics,research,dashboard","consulting,presenting,research,reporting,flexible,data analysis,analysis,attention to detail"
domain architect  data and integration,12-06-2022,Toll Global Express,3.6,,,Fulltime,,False,,Melbourne,Victoria,-37.8136,144.9631,,recommendations,"planning,innovative,organisation,leadership,it"
big data support analystdeveloper,16-05-2022,INK IT Solutions,,,,"Fulltime, Permanent",,False,,Sydney,New South Wales,-33.865,151.2094,"oracle,hive,spark,mahout,tableau,hbase,pig,mysql,hadoop,unix,scala,sql",etl,"consulting,management,data analysis,analysis,it,data management"
process mining data analyst,28-05-2022,Westpac Group,3.9,,,Fulltime,Bachelors,True,Fully,Sydney,New South Wales,-33.865,151.2094,"excel,tableau,powerpoint,cognos,powerbi,sql","recommendations,hypothesis,research,etl","analytical,consulting,presenting,communication,management,research,planning,project management,flexible,analysis,training,it"
data analyst,15-06-2022,Blackroc,,130000.0,year,Fulltime,,False,,Brisbane,Queensland,-27.4678,153.0281,"python,firebase,sql,azure",analytics,"reporting,it"
data analyst revenue,03-06-2022,Ambulance Service of NSW,4.3,89295.0,year,"Fulltime, Fixed term",,False,,Gladesville,New South Wales,,,,"classification,analytics","writing,motivated,analytical,administration,confidence,reporting,collaboration,innovative,organisation,leadership,it"
senior data scientist,16-05-2022,Eliiza,,,,Internship,Bachelors,True,Hybrid,Sydney,New South Wales,-33.865,151.2094,"python,cloud,r","ai,prediction,recommendations,chatbot,statistics,machine learning","training,consulting,decision making,flexible,collaboration,analysis,maths,it"
project coordinator  data centres,07-06-2022,Mission Critical Recruitment,,85000.0,year,Fulltime,,False,,Sydney,New South Wales,-33.865,151.2094,,pipeline,"administration,communication,innovative,organisation,negotiation"
hse data analyst coordinator,16-05-2022,Sodexo,3.7,,,Fulltime,Masters,False,,Balcatta,Western Australia,,,power bi,logistic,"communication,management,data entry,dedication,attention to detail,reporting,verbal communication,analysis,coordination,training"
data analytics consultant,27-05-2022,Salt Recruitment,,140000.0,year,Permanent,,False,,Melbourne,Victoria,-37.8136,144.9631,,analytics,"management,decision making,stakeholder management,reporting,innovative,analysis"
azure data engineer with kafka,16-05-2022,GoTech Solutions Pty Ltd,,125000.0,year,Fulltime,,False,,Melbourne,Victoria,-37.8136,144.9631,kafka,,"management,it,consulting"
fso  cloud data engineer,22-05-2022,EY,4.0,80000.0,year,,,False,,Sydney,New South Wales,-33.865,151.2094,"cloud,gcp,spark,java,kafka,aws,azure,hadoop,python,snowflake,pyspark,kubernetes,sql,docker",etl,"consulting,communication,data analysis,verbal communication,analysis,coaching"
data services coordinator,27-05-2022,Cancer Council Queensland,4.3,,,Fulltime,,True,Temporarily,Brisbane,Queensland,-27.4678,153.0281,,research,"customer service,communication,management,research,time management,flexible,organisation,energetic,attention to detail,relationship management,it"
lead data steward,15-06-2022,FourQuarters,,180000.0,year,Fulltime,,False,,Melbourne,Victoria,-37.8136,144.9631,,analytics,"presenting,communication,management,presentation,organisational,stakeholder management,flexible,mentoring,training,data management"
senior data technical business analyst,,GoTech Solutions Pty Ltd,,125000.0,year,Fulltime,,False,,Sydney,New South Wales,-33.865,151.2094,"hadoop,hive,sql",,
lead mechanical engineer  data centre projects,15-06-2022,Stantec,3.7,,,"Fulltime, Parttime",,True,Fully,Sydney,New South Wales,-33.865,151.2094,,,"delegation,communication,creativity,flexible,verbal communication,enthusiastic,planning"
data assurance manager  wage trust,19-05-2022,PwC,4.0,118000.0,year,Fulltime,,False,,Melbourne,Victoria,-37.8136,144.9631,"sql server,tableau,r,qlik,python,powerbi,javascript,sql","cleansing,analytics","patience,communication,management,confidence,presentation,project management,decision making,business acumen,flexible,coaching,leadership,innovative,mentoring"
data analyst,09-06-2022,Commonwealth Bank,4.0,,,Fulltime,,False,,Sydney Central Business District,New South Wales,,,"sql server,sas,sql,tableau","etl,statistics,analytics","analytical,communication,management,stakeholder management,flexible,reporting,innovative,data analysis,analysis,training,it,data management"
data centre security manager,16-05-2022,Amazon Corporate Services Pty,3.5,,,Fulltime,,False,,Sydney,New South Wales,-33.865,151.2094,"amazon web services,aws",,"motivated,written communication,communication,management,conflict resolution,reporting,people management,training"
data analyst  open banking  financial services  contract,09-06-2022,Paxus Australia Pty Ltd,4.7,,,Fixed term,,True,Fully,Brisbane,Queensland,-27.4678,153.0281,sql,analytics,"communication,management,analysis,organisation,it,data management"
gcp data architect,04-06-2022,Pyramid Global Technologies,,,,,,False,,Victoria,,,,"gcp,google cloud,cloud",analytics,
engineering manager  data products,26-05-2022,Nine,3.8,,,Fulltime,,True,Hybrid,North Sydney,New South Wales,,,"python,cloud,sql","research,analytics","management,research,creativity,reporting,coaching,innovative,personal development,mentoring,training,it"
safety engineer data center health and safety,16-05-2022,Amazon Corporate Services Pty,3.5,,,Fulltime,,False,,Sydney,New South Wales,-33.865,151.2094,"amazon web services,excel,cloud,aws",,"analytical,public speaking,communication,management,reporting,innovative,data analysis,analysis,verbal communication,leadership,training"
senior data analyst,16-05-2022,Versent,,,,Fulltime,,False,,Brisbane,Queensland,-27.4678,153.0281,"azure,cloud,snowflake,aws",pipeline,"motivated,management,troubleshooting,flexible,it"
data engineer,16-05-2022,Cognizant,3.9,,,Fulltime,,False,,Sydney,New South Wales,-33.865,151.2094,"git,hive,spark,cloud,kafka,azure,hadoop,python,snowflake,redshift",,"troubleshooting,innovative,analysis,networking,leadership"
senior consultant  data  ai,16-05-2022,Deloitte,4.0,,,,,False,,Brisbane,Queensland,-27.4678,153.0281,"cloud,google cloud,azure,aws,salesforce,snowflake","ai,data mining,analytics","adaptability,consulting,communication,management,business acumen,respectful,analysis,data management,data analysis,organisation,training,business analysis"
data engineer  melb  syd or remote within aus,16-05-2022,Flybuys,,,,Fulltime,,True,Temporarily,Melbourne,Victoria,-37.8136,144.9631,"aws,sql,python,powerpoint,snowflake,powerbi,java","optimizing,ai,etl,analytics,visualization,pipeline,machine learning","management,flexible,business intelligence,collaboration,data management"
fixed term bi data analyst,03-06-2022,Gilbarco,,,,"Casual, Fixed term",,False,,Sydney,New South Wales,-33.865,151.2094,"power bi,sql",cleansing,"analytical,communication,management,reporting,data analysis,analysis"
technical lead  reporting  data management,03-06-2022,Department of Health,3.9,,,Fulltime,,True,Temporarily,Melbourne City Centre,Victoria,,,"salesforce,cloud",,"management,reporting,training,it,data management"
data cabler and antenna installer  entry position,,Data Cabler and Antenna Installer,,,,"Fulltime, Permanent, Subcontract",,False,,Sydney Eastern Suburbs,New South Wales,,,,,training
data engineer  consultantsenior consultantmanager,19-05-2022,EY,4.0,70000.0,year,Fulltime,Masters,False,,Brisbane,Queensland,-27.4678,153.0281,"spark,cloud,sas,kafka,aws,azure,r,python,powerbi,cognos,sql","ai,etl,analytics,blockchain,pipeline,correlation","consulting,confidence,reporting,flexible,business intelligence,leadership,coaching,training"
senior technical specialist data  analytics,03-06-2022,Transport and Main Roads,4.1,,,Fixed term,,False,,Brisbane,Queensland,-27.4678,153.0281,"powerbi,cloud,cognos","research,analytics","communication,management,research,teamwork,flexible,business intelligence,leadership,mentoring,it,negotiation"
data governance lead,09-06-2022,Michael Page,3.5,160000.0,year,Fixed term,,True,Hybrid,Melbourne City Centre,Victoria,,,,analytics,"communication,management,reporting,business intelligence,organisation,it,data management"
azure data engineer,31-05-2022,Aurec Human Capital Group,,170000.0,year,Fulltime,,True,Fully,Sydney,New South Wales,-33.865,151.2094,"nosql,cloud,sql,azure",pipeline,"flexible,it"
data analyst mc saatchi  precision,16-05-2022,M&C Saatchi Group,,,,"Fulltime, Permanent",,False,,Sydney,New South Wales,-33.865,151.2094,"oracle,excel,google data studio,power bi,google analytics,salesforce",analytics,"analytical,loyal,creativity,flexible,innovative,mentoring,it"
google data engineer,16-05-2022,Accenture,4.0,,,Fulltime,,False,,Sydney,New South Wales,-33.865,151.2094,"cloud,tensorflow,spark,google cloud,bigquery,sql","ai,clustering,analytics,regression,classification,artificial intelligence,neural network","consulting,patience,business acumen,collaboration,innovative,leadership,training,it"
digitalbcg  gamma data engineer,16-05-2022,Boston Consulting Group,4.2,,,,,False,,Canberra,Australian Capital Territory,-35.2931,149.1269,"spark,cloud,c,google cloud,aws,azure,python,hadoop,scala,sql","ai,analytics,artificial intelligence,statistics,machine learning","motivated,consulting,management,innovative,leadership,training,it"
data collection officer,04-06-2022,Aurec,4.0,40.0,hour,Fixed term,,True,Hybrid,Sydney,New South Wales,-33.865,151.2094,excel,research,"project management,management,research,attention to detail,data management"
senior lead data scientist,16-05-2022,Technology Recruiting Solutions,,175000.0,year,Fulltime,PhD or Doctorate,False,,Melbourne,Victoria,-37.8136,144.9631,"spark,kafka,r,hadoop,sql","machine learning,statistics,data mining","business acumen,flexible,presentation,communication"
data engineer databricks,16-05-2022,Cuusoo,,,,,,True,Fully,Sydney,New South Wales,-33.865,151.2094,"cloud,spark,google cloud,azure,aws,python,pyspark,scala,sql","ai,pipeline","training,consulting,planning,organisation,respectful,it"
